ID,Bezirk,Standort,Vertrag,Betreiber,Modelltyp,Symbol,Öffnungszeiten,Nutzungsentgelt,Zahlungsart,Barrierefrei,Barrierearm,Wickeltisch
6310,Friedrichshain-Kreuzberg,"Bezirkszentralbibliothek Pablo Neruda, Frankfurter Allee 14a",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,Mo-Sa: 10-19 Uhr,0.0,-,ja,nein,nein
6311,Friedrichshain-Kreuzberg,"Kinder- und Jugendbibliothek, Blücherplatz 1 ",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,"Mo-Fr: 13-19 Uhr, Sa: 10-19 Uhr So: 11-17 Uhr",0.0,-,ja,nein,nein
6312,Friedrichshain-Kreuzberg,"Wilhelm-Liebknecht-/Namik-Kemal-Bibliothek, Adalbertstraße 2",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,Mo-Sa: 10-19 Uhr,0.0,-,ja,nein,nein
6313,Friedrichshain-Kreuzberg,"Bürgeramt 1, Yorckstraße 4-11",Sonstige öffentliche Toiletten,Bezirk,Bürgeramt,WC,"Mo, Di: 08-12 Uhr, 13-18 Uhr   Mi: 8-14 Uhr  Do: 8-15 Uhr  Fr: 8-13 Uhr Sa: 9-13 Uhr",0.0,-,nein,nein,nein
6315,Friedrichshain-Kreuzberg,"Bürgeramt 3, Frankfurter Allee 35/37",Sonstige öffentliche Toiletten,Bezirk,Bürgeramt,WC,"Mo, Di: 08-12 Uhr, 13-18 Uhr   Mi: 8-14 Uhr  Do: 8-15 Uhr  Fr: 8-13 Uhr Sa: 9-13 Uhr",0.0,-,nein,nein,nein
6316,Lichtenberg,"Anna-Seghers-Bibliothek, Prerower Platz 2",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,"Mo, Di: 9-19 Uhr Mi: 13-19 Uhr Do-Fr: 9-18 Uhr Sa: 9-13 Uhr",0.0,-,ja,ja,nein
6317,Lichtenberg,"Bodo-Uhse-Bibliothek, Erich-Kurz-Straße 9 ",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,Mo-Di: 9-19 Uhr Mi: 13-19 Uhr Do-Fr: 9-18 Uhr Sa: 9-13 Uhr,0.0,-,ja,ja,nein
6318,Lichtenberg,"Egon-Erwin-Kisch-Bibliothek, Frankfurter Allee 149",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,Mo-Di: 9-19 Uhr Mi: 13-19 Uhr Do-Fr: 9-18 Uhr Sa: 9-13 Uhr,0.0,-,ja,ja,nein
6323,Marzahn-Hellersdorf,"Bezirkszentralbibliothek Mark Twain, Marzahner Promenade 54",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,"Mo-Di, Do-Fr: 10-19:30 Uhr Mi: 14-19:30 Uhr Sa: 10-14 Uhr",0.0,-,ja,ja,nein
6330,Mitte,"Berliner Stadtbibliothek, Breite Straße 30-36",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,Mo-Fr 10-21 Uhr Sa 10-19 Uhr,0.0,-,ja,ja,nein
6331,Mitte,"Bezirkszentralbibliothek Philipp Schaeffer, Brunnenstraße 181",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,Mo-Fr: 10-19:30 Uhr Sa: 10-14 Uhr,0.0,-,ja,ja,nein
6332,Mitte,"Bibliothek am Luisenbad, Badstraße 39",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,Mo-Fr: 10-19:30 Uhr Sa: 10-14 Uhr,0.0,-,ja,ja,nein
6334,Mitte,"Schiller-Bibliothek, Müllerstraße 149",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,Mo-Fr: 10-19:30 Uhr Sa: 10-14 Uhr So: 12-18 Uhr,0.0,-,ja,ja,nein
6347,Pankow,"Bibliothek am Wasserturm, Prenzlauer Allee 227/228",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,Mo-Sa: 8-22 Uhr,0.0,-,ja,ja,nein
6350,Pankow,"Heinrich-Böll-Bibliothek, Greifswalder Str. 87",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,Mo-Di: 9-19 Uhr Mi: 13-19 Uhr Do-Fr: 9-19 Uhr Sa-So: 10-19 Uhr,0.0,-,ja,ja,nein
6351,Pankow,"Janusz-Korczak-Bibliothek, Berliner Straße 120/121",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,"Mo-Di, Do-Fr: 9-19 Uhr Mi: 13-19 Uhr Sa-So: 10-19 Uhr",0.0,-,ja,ja,nein
6352,Pankow,"Wolfdietrich-Schnurre-Bibliothek, Bizetstraße 41",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,"Mo-Di, Do-Fr: 10-19 Uhr Mi: 13-19 Uhr",0.0,-,ja,ja,nein
6355,Reinickendorf,"Humboldt-Bibliothek, Karolinenstraße 19",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,Mo-Fr: 11-19 Uhr Sa: 11-16 Uhr,0.0,-,ja,ja,nein
6361,Spandau,"Hauptbibliothek Spandau, Carl-Schurz-Straße13",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,"Mo-Fr: 10-19 Uhr Sa,So: 10-18 Uhr",0.0,-,ja,ja,nein
6367,Steglitz-Zehlendorf,"Ingeborg-Drewitz-Bibliothek, Grunewaldstr. 3",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,Mo-Fr: 11-19 Uhr Sa: 11-16 Uhr,0.0,-,ja,ja,nein
6371,Tempelhof-Schöneberg,"Bezirkszentralbibliothek Tempelhof-Schöneberg, Eva-Maria-Buch-Haus, Götzstraße 8-12",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,Mo-Sa: 10-19 Uhr,0.0,-,ja,ja,nein
6372,Tempelhof-Schöneberg,"Theodor-Heuss-Bibliothek, Hauptstraße 40",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,Mo-Sa: 10-19 Uhr,0.0,-,ja,ja,nein
6377,Treptow-Köpenick,Mittelpunktbibliothek Köpenkick Alter Markt,Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,Mo-Di: 10-19 Uhr Mi: 13-19 Uhr Do-Fr: 10-19 Uhr Sa: 10-14 Uh,0.0,-,ja,ja,nein
6420,Charlottenburg-Wilmersdorf,Zentraler Omnibusbahnhof,Sonstige öffentliche Toiletten,Sanifair,WC im Gebäude,WC,24h,1.0,Bar/Karte,nein,nein,ja
6767,Charlottenburg-Wilmersdorf,Havelchaussee | Grunewaldturm,Sonstige öffentliche Toiletten,Berliner Forsten,Eco-Toilette,WC,-,0.0,-,nein,ja,nein
6768,Charlottenburg-Wilmersdorf,Forst Grunewald,Sonstige öffentliche Toiletten,Berliner Forsten,Eco-Toilette,WC,-,0.0,-,nein,nein,nein
7001,Charlottenburg-Wilmersdorf, Volkspark Wilmersdorf,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,Finizio Libre,WC,24h,0.0,-,nein,ja,nein
7002,Lichtenberg,"Spielplatz Regener Straße, Karlshorst",Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,EcoToilette Autark+Modular,WC,24h,0.0,-,ja,ja,ja
7003,Friedrichshain-Kreuzberg," Alt-Stralau, Engelwiese",Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,Finizio Libre,WC,24h,0.0,-,nein,ja,nein
7004,Friedrichshain-Kreuzberg, Helsingforser Straße,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,EcoToilette Autark+Modular,WC,24h,0.0,-,nein,ja,ja
7005,Lichtenberg, Landschaftspark Herzberge,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,Finizio Libre,WC,24h,0.0,-,nein,ja,nein
7006,Lichtenberg, Fennpfuhlpark,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,EcoToilette Autark+Modular,WC,24h,0.0,-,nein,ja,ja
7007,Marzahn-Hellersdorf, Eastgate,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,Finizio Libre,WC,24h,0.0,-,ja,ja,nein
7008,Marzahn-Hellersdorf, S- Bahnhof Raoul-Wallenberg-Straße,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,EcoToilette Autark+Modular,WC,24h,0.0,-,ja,ja,ja
7009,Mitte, Monbijoupark,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,Finizio Libre,WC,24h,0.0,-,nein,ja,nein
7010,Mitte, Invalidenpark,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,EcoToilette Autark+Modular,WC,24h,0.0,-,nein,ja,ja
7011,Neukölln, Wildenbruchplatz,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,Finizio Libre,WC,24h,0.0,-,nein,ja,nein
7012,Neukölln, Lessinghöhe,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,EcoToilette Autark+Modular,WC,24h,0.0,-,nein,ja,ja
7013,Pankow,Park am Weißen See ,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,EcoToilette Autark+Modular,WC,24h,0.0,-,nein,ja,ja
7014,Pankow, Schneeglöckchenstraße,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,Finizio Libre,WC,24h,0.0,-,nein,ja,nein
7015,Reinickendorf, Seggeluchbecken,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,EcoToilette Autark+Modular,WC,24h,0.0,-,nein,ja,ja
7016,Reinickendorf, Breitkopfbecken,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,Finizio Libre,WC,24h,0.0,-,nein,ja,nein
7017,Spandau,Südpark (Spielplatz an der Brücke),Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,Finizio Libre,WC,24h,0.0,-,nein,ja,nein
7018,Spandau,Münsinger Park,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,EcoToilette Autark+Modular,WC,24h,0.0,-,nein,ja,ja
7019,Steglitz-Zehlendorf, Goebenstraße in der Nähe des Piratenspielplatzes im Stadtpark Steglitz,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,Finizio Libre,WC,24h,0.0,-,nein,ja,nein
7020,Steglitz-Zehlendorf, Spielplatz am Lauenburger Platz,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,EcoToilette Autark+Modular,WC,24h,0.0,-,nein,ja,ja
7021,Tempelhof-Schöneberg, Cheruskerpark,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,Finizio Libre,WC,24h,0.0,-,nein,ja,nein
7022,Tempelhof-Schöneberg, Heinrich-Lassen-Park,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,EcoToilette Autark+Modular,WC,24h,0.0,-,nein,ja,ja
7023,Treptow-Köpenick, Eingangsbereich Wuhlheide am S-Bahnhof Wuhlheide,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,Finizio Libre,WC,24h,0.0,-,nein,ja,nein
7024,Treptow-Köpenick, Eingangsbereich Wuhlheide an der Treskowallee,Pilotprojekt Parktoilettenvertrag,EcoToiletten GmbH,EcoToilette Autark+Modular,WC,24h,0.0,-,nein,ja,ja
7025,Mitte,Tiergarten-Unterschleuse (ex. Tiergarten Schleuse),Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,Sommer (Mai bis August) von 07.30 Uhr bis 21.00 Uhr,0.0,-,nein,nein,nein
7026,Reinickendorf,Reiswerder (Saatwinkler Damm) DLRG,Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,Winter (November bis Februar) von 08.00 Uhr bis 18.00 Uhr,0.0,-,nein,nein,nein
7027,Steglitz-Zehlendorf,Große Steinlake (Parkplatz Havelchaussee),Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h,0.0,-,nein,nein,nein
7028,Charlottenburg-Wilmersdorf,Grunewaldsee Bullenwinkel SC 03 (Grunewaldsee-Ostufer),Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h,0.0,-,nein,nein,nein
7029,Charlottenburg-Wilmersdorf,Halenseestraße am Friedenthalpark (Badewiese),Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h (April-Oktober),0.0,-,nein,nein,nein
7030,Charlottenburg-Wilmersdorf,Heerstraße am Scholzplatz,Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h,0.0,-,nein,nein,nein
7031,Charlottenburg-Wilmersdorf,Schildhornweg vor Neuer Schildhornweg | Teufelssee,Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h (April-Oktober),0.0,-,nein,nein,nein
7032,Charlottenburg-Wilmersdorf,Schillerstraße vor Wilmersdorfer Straße | Parkplatz,Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h,0.0,-,nein,nein,nein
7033,Mitte,Bellevueallee vor Spreeweg | Großer Tiergarten,Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h,0.0,-,nein,nein,nein
7034,Reinickendorf,Im Saatwinkel ggü Haus–Nr. 63–65,Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h (April-Oktober),0.0,-,nein,nein,nein
7035,Reinickendorf,Sandhauser Straße vor ggü Haus–Nr. 59 (Rettungsstelle Havel I Heiligensee),Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h (April-Oktober),0.0,-,nein,nein,nein
7036,Reinickendorf,Schwarzer Weg 71 hinter/ggü. Revierförsterei,Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h,0.0,-,nein,nein,nein
7037,Reinickendorf,Schwarzer Weg vor Zufahrt Insel Scharfenberg I Strandbad Tegel,Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h (April-Oktober),0.0,-,nein,nein,nein
7038,Spandau,Bürgerablage / Niederneuendorfer Allee 80,Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h (April-Oktober),0.0,-,nein,nein,nein
7039,Spandau,Rustweg hinter Uferpromenade (ex. Aalemannkanal),Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h,0.0,-,nein,nein,nein
7040,Spandau,Scharfe Lanke ggü 133b vor Dr.–Kleusberg–Promenade,Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h,0.0,-,nein,nein,nein
7041,Spandau,Uferpromenade ggü Haus–Nr. 15 Gross–Glienicker See,Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h (April-Oktober),0.0,-,nein,nein,nein
7042,Spandau,Uferpromenade verl. Vor Im Dohl Groß–Glienicker See,Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h (April-Oktober),0.0,-,nein,nein,nein
7043,Spandau,Waldschluchtpfad verl. Am Uferweg (Große Badewiese),Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h,0.0,-,nein,nein,nein
7044,Steglitz-Zehlendorf,Südufer Fischerhüttenstraße | Fischerhüttenweg (Krumme Lanke),Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h,0.0,-,nein,nein,nein
7045,Steglitz-Zehlendorf,Heckeshorn (nahe Flensburger Löwe) (großer Wannsee),Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h (April-Oktober),0.0,-,nein,nein,nein
7046,Steglitz-Zehlendorf,Kronprinzessinnenweg | Hüttenweg,Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h,0.0,-,nein,ja,nein
7047,Steglitz-Zehlendorf,Am Schlachtensee | Paul–Ernst–Park (Nahe S–Bhf Schlachtensee),Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h (April-Oktober),0.0,-,nein,nein,nein
7048,Charlottenburg-Wilmersdorf,Havelchaussee | Lieper Bucht,Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h,0.0,-,nein,nein,nein
7049,Steglitz-Zehlendorf,Quermatenweg | Grünanlage Krumme Lanke,Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h (April-Oktober),0.0,-,nein,nein,nein
7050,Steglitz-Zehlendorf,Pfaueninselchaussee Rettungsstation Jagen 97,Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h (April-Oktober),0.0,-,nein,nein,nein
7051,Steglitz-Zehlendorf,Heuweg I Badestelle Alter Hof Jagen 95,Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h (April-Oktober),0.0,-,nein,nein,nein
7052,Spandau,Am Kiesteich 50 (Parkplatz Gr. Spektesee),Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h,0.0,-,nein,nein,nein
7053,Reinickendorf,Flughafensee Tegel (Bernauer/Sterkraderstr.),Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h (April-Oktober),0.0,-,nein,nein,nein
7054,Steglitz-Zehlendorf,Südende Schlachtensee ggü. Nr. 145,Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h (April-Oktober),0.0,-,nein,nein,nein
7055,Mitte,"Volkspark Rehberge, Eingang Afrikanische Straße | Ottawi Straße I Dohnagestell",Sonstige öffentliche Toiletten,Wall GmbH,Sanitärcontainer,WC,24h,0.0,-,nein,nein,nein
