street_name,district,territorial_side,house_number_range,house_number_scheme_code,house_number_scheme,classification
Frankfurter Allee,Lichtenberg,East + West-Staaken (pre-2000),208 - 286,G,Even numbers only,mittel
Frankfurter Allee,Lichtenberg,East + West-Staaken (pre-2000),213 - 285,U,Odd numbers only,mittel
Frankfurter Tor,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Frank-L.-Howley-Weg,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Franklinstraße,Charlottenburg-Wilmersdorf,West (pre-2000),1 - 15 A,F,Consecutive numbering,mittel
Franklinstraße,Charlottenburg-Wilmersdorf,West (pre-2000),16 - 29,F,Consecutive numbering,einfach
Frank-Schweitzer-Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,einfach
Frank-Zappa-Straße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,einfach
Frank-Zappa-Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,einfach
Frans-Hals-Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Franzburger Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Franz-Ehrlich-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Franzensbader Straße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Franziusweg,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Franz-Jacob-Straße,Lichtenberg,East + West-Staaken (pre-2000),1 - 33,U,Odd numbers only,mittel
Franz-Jacob-Straße,Lichtenberg,East + West-Staaken (pre-2000),2 - 10,G,Even numbers only,mittel
Franz-Jacob-Straße,Lichtenberg,East + West-Staaken (pre-2000),12 - 24,G,Even numbers only,einfach
Franz-Jägerstätter-Weg,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Franz-Klühs-Straße,Friedrichshain-Kreuzberg,West (pre-2000),,K,Complete street,einfach
Franz-Körner-Straße,Neukölln,West (pre-2000),,K,Complete street,einfach
Franz-Künstler-Straße,Friedrichshain-Kreuzberg,West (pre-2000),,K,Complete street,einfach
Franz-Mehring-Platz,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),1,F,Consecutive numbering,einfach
Franz-Mehring-Platz,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),2 - 5,F,Consecutive numbering,gut
Franz-Mehring-Platz,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),6,F,Consecutive numbering,mittel
Franz-Mett-Straße,Lichtenberg,East + West-Staaken (pre-2000),2 - 24,G,Even numbers only,mittel
Franz-Mett-Straße,Lichtenberg,East + West-Staaken (pre-2000),3 - 9,U,Odd numbers only,einfach
Franz-Mett-Straße,Lichtenberg,East + West-Staaken (pre-2000),17 - 23,U,Odd numbers only,mittel
Franz-Meyer-Straße,Spandau,West (pre-2000),,K,Complete street,einfach
Französische Straße,Mitte,East + West-Staaken (pre-2000),,K,Complete street,gut
Franz-Schmidt-Straße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,einfach
Franz-Stenzer-Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),1 - 19,U,Odd numbers only,einfach
Franz-Stenzer-Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),2 - 8,G,Even numbers only,einfach
Franz-Stenzer-Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),21 - 71,U,Odd numbers only,mittel
Franz-Stimming-Weg,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Franzstraße,Spandau,West (pre-2000),,K,Complete street,einfach
Franzstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Fräsersteig,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Frauenauer Straße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Frauenfelder Weg,Mitte,West (pre-2000),,K,Complete street,einfach
Frauenlobstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Frauenmantelweg,Pankow,East + West-Staaken (pre-2000),3 - 16,F,Consecutive numbering,mittel
Frauenmantelweg,Pankow,East + West-Staaken (pre-2000),22 - 36,F,Consecutive numbering,einfach
Frauenschuhweg,Neukölln,West (pre-2000),,K,Complete street,mittel
Frauenstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Frau-Holle-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Fraunhoferstraße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,mittel
Fraustadter Weg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Fredericiastraße,Charlottenburg-Wilmersdorf,West (pre-2000),1 - 6,F,Consecutive numbering,mittel
Fredericiastraße,Charlottenburg-Wilmersdorf,West (pre-2000),7 - 22,F,Consecutive numbering,gut
Fredericiastraße,Charlottenburg-Wilmersdorf,West (pre-2000),23 - 33,F,Consecutive numbering,mittel
Fredersdorfer Straße,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),,K,Complete street,gut
Fredersdorfer Weg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Freesienweg,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Freester Weg,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Fregestraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Fregestraße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,gut
Freiastraße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Freibergstraße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,einfach
Freiburger Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Friedrich-Engels-Straße,Pankow,East + West-Staaken (pre-2000),3 - 193,U,Odd numbers only,mittel
Friedrich-Engels-Straße,Pankow,East + West-Staaken (pre-2000),32 - 196,G,Even numbers only,mittel
Friedrich-Franz-Straße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Friedrich-Hanisch-Straße,Spandau,West (pre-2000),,K,Complete street,mittel
Friedrich-Jacobs-Promenade,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Friedrich-Junge-Straße,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),,K,Complete street,gut
Friedrich-Karl-Straße,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Friedrich-Karl-Straße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Friedrich-Kayßler-Weg,Neukölln,West (pre-2000),,K,Complete street,einfach
Friedrich-Krause-Ufer,Mitte,West (pre-2000),,K,Complete street,einfach
Friedrich-List-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),1 - 5,F,Consecutive numbering,mittel
Friedrich-List-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),6 - 8,F,Consecutive numbering,einfach
Friedrich-List-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),9,F,Consecutive numbering,mittel
Friedrich-List-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),10,F,Consecutive numbering,einfach
Friedrich-List-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),11 - 12,F,Consecutive numbering,mittel
Friedrich-List-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),13,F,Consecutive numbering,einfach
Friedrich-List-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),14 - 15,F,Consecutive numbering,mittel
Friedrich-List-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),16 - 17,F,Consecutive numbering,einfach
Friedrich-List-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),18,F,Consecutive numbering,mittel
Friedrich-List-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),19 - 22,F,Consecutive numbering,einfach
Friedrich-List-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),23 - 27,F,Consecutive numbering,mittel
Friedrich-List-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),28 - 30,F,Consecutive numbering,einfach
Friedrich-List-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),31 - 39,F,Consecutive numbering,mittel
Friedrich-List-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),40 - 45,F,Consecutive numbering,einfach
Friedrich-Olbricht-Damm,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,einfach
Friedrich-Richter-Straße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,einfach
Friedrichrodaer Straße,Steglitz-Zehlendorf,West (pre-2000),1 - 25,U,Odd numbers only,einfach
Friedrichrodaer Straße,Steglitz-Zehlendorf,West (pre-2000),4 - 160,G,Even numbers only,mittel
Friedrichrodaer Straße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,einfach
Friedrichsberger Straße,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Friedrichsbrunner Straße,Neukölln,West (pre-2000),,K,Complete street,einfach
Friedrichsgracht,Mitte,East + West-Staaken (pre-2000),,K,Complete street,gut
Friedrichshagener Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Friedrichshaller Straße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Friedrichsruher Platz,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Friedrichsruher Straße,Charlottenburg-Wilmersdorf,West (pre-2000),11 - 32,F,Consecutive numbering,gut
Friedrichsruher Straße,Charlottenburg-Wilmersdorf,West (pre-2000),33 - 37 A,F,Consecutive numbering,mittel
Friedrichsruher Straße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Friedrich-Stampfer-Straße,Friedrichshain-Kreuzberg,West (pre-2000),,K,Complete street,einfach
Friedrichsteiner Straße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,gut
Friedrichsthaler Weg,Reinickendorf,West (pre-2000),,K,Complete street,gut
Friedrichstraße,Friedrichshain-Kreuzberg,West (pre-2000),,K,Complete street,einfach
Friedrichstraße,Mitte,East + West-Staaken (pre-2000),,K,Complete street,gut
Friedrichstraße,Spandau,West (pre-2000),,K,Complete street,einfach
Friedrichstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Friedrich-Wilhelm-Platz,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,gut
Friedrich-Wilhelm-Straße,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Friedrich-Wilhelm-Straße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Friedrich-Wöhler-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Friedrich-Wolf-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Friensteinweg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,einfach
Friesacker Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Friesdorfer Pfad,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,einfach
Friesenstraße,Friedrichshain-Kreuzberg,West (pre-2000),,K,Complete street,mittel
Friesenstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Friesenstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Friesenstraße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Friesickestraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Frischborner Weg,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Frischlingsteig,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Frithjofstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Fritschestraße,Charlottenburg-Wilmersdorf,West (pre-2000),21 - 31,F,Consecutive numbering,mittel
Fritschestraße,Charlottenburg-Wilmersdorf,West (pre-2000),32 - 62,F,Consecutive numbering,gut
Fritschestraße,Charlottenburg-Wilmersdorf,West (pre-2000),64 - 81,F,Consecutive numbering,mittel
Fritschweg,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Fritz-Elsas-Straße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Fritz-Erler-Allee,Neukölln,West (pre-2000),2 - 180,G,Even numbers only,einfach
Fritz-Erler-Allee,Neukölln,West (pre-2000),9 - 109,U,Odd numbers only,einfach
Fritz-Erler-Allee,Neukölln,West (pre-2000),155 - 197,U,Odd numbers only,mittel
Fritz-Erler-Allee,Neukölln,West (pre-2000),190 - 194,G,Even numbers only,mittel
Fritz-Erpenbeck-Ring,Pankow,East + West-Staaken (pre-2000),,K,Complete street,gut
Fritzi-Massary-Straße,Neukölln,West (pre-2000),,K,Complete street,einfach
Fritz-Kirsch-Zeile,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Fritz-König-Weg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Fürstenstraße (Zehld),Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Fürstenwalder Allee,Treptow-Köpenick,East + West-Staaken (pre-2000),1 - 67,U,Odd numbers only,mittel
Fürstenwalder Allee,Treptow-Köpenick,East + West-Staaken (pre-2000),2 - 70,G,Even numbers only,mittel
Fürstenwalder Allee,Treptow-Köpenick,East + West-Staaken (pre-2000),72 - 500,G,Even numbers only,einfach
Fürstenwalder Allee,Treptow-Köpenick,East + West-Staaken (pre-2000),73 - 463,U,Odd numbers only,einfach
Fürstenwalder Damm,Treptow-Köpenick,East + West-Staaken (pre-2000),237 - 403,U,Odd numbers only,mittel
Fürstenwalder Damm,Treptow-Köpenick,East + West-Staaken (pre-2000),260 - 418,G,Even numbers only,mittel
Fürstenwalder Damm,Treptow-Köpenick,East + West-Staaken (pre-2000),407 - 427 C,U,Odd numbers only,gut
Fürstenwalder Damm,Treptow-Köpenick,East + West-Staaken (pre-2000),420 - 548,G,Even numbers only,gut
Fürstenwalder Damm,Treptow-Köpenick,East + West-Staaken (pre-2000),427 F,U,Odd numbers only,mittel
Fürstenwalder Damm,Treptow-Köpenick,East + West-Staaken (pre-2000),429 - 739,U,Odd numbers only,gut
Fürstenwalder Damm,Treptow-Köpenick,East + West-Staaken (pre-2000),554 - 602,G,Even numbers only,mittel
Fürstenwalder Damm,Treptow-Köpenick,East + West-Staaken (pre-2000),620,G,Even numbers only,gut
Fürstenwalder Damm,Treptow-Köpenick,East + West-Staaken (pre-2000),832 - 900,G,Even numbers only,mittel
Fürstenwalder Straße,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Fürstenweg,Spandau,West (pre-2000),,K,Complete street,mittel
Fürther Straße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Fürther Straße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Furtwänglerstraße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Füssener Straße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Fußweg 475,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Fußweg 552,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Fuststraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Futhzeile,Neukölln,West (pre-2000),,K,Complete street,einfach
Futranplatz,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gabainstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Gabelweihstraße,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Gäblerstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gabrielenstraße,Reinickendorf,West (pre-2000),,K,Complete street,gut
Gabriele-Tergit-Promenade,Mitte,West (pre-2000),,K,Complete street,gut
Gabriel-Max-Straße,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),,K,Complete street,gut
Gadebuscher Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gadebuscher Weg,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Gaffelsteig,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gaillardstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gaismannshofer Weg,Spandau,West (pre-2000),,K,Complete street,mittel
Gajusstraße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,einfach
Galapagosweg,Spandau,West (pre-2000),,K,Complete street,mittel
Galenstraße,Spandau,West (pre-2000),,K,Complete street,einfach
Galenusstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Galileistraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Gallandiweg,Spandau,West (pre-2000),,K,Complete street,gut
Gallesteig,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,mittel
Gallipoliweg,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,einfach
Galluner Straße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Gallwitzallee,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Galvanistraße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,mittel
Gambiner Weg,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Gamsbartweg,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Ganghoferstraße,Neukölln,West (pre-2000),,K,Complete street,einfach
Ganghoferstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Ganzhornweg,Spandau,West (pre-2000),,K,Complete street,gut
Garbátyplatz,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Garbenpfad,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gardeschützenweg,Steglitz-Zehlendorf,West (pre-2000),2 - 142,G,Even numbers only,gut
Gardeschützenweg,Steglitz-Zehlendorf,West (pre-2000),3 - 65,U,Odd numbers only,mittel
Gardeschützenweg,Steglitz-Zehlendorf,West (pre-2000),67 - 141,U,Odd numbers only,gut
Gardes-Du-Corps-Straße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,mittel
Garibaldistraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Garmischer Weg,Spandau,West (pre-2000),,K,Complete street,einfach
Garnisonkirchplatz,Mitte,East + West-Staaken (pre-2000),,K,Complete street,gut
Gartenfelder Straße,Spandau,West (pre-2000),,K,Complete street,einfach
Gartenplatz,Mitte,West (pre-2000),,K,Complete street,einfach
Gartenstadtweg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gartenstraße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gartenstraße,Mitte,East + West-Staaken (pre-2000),1 - 26,F,Consecutive numbering,gut
Gartenstraße,Mitte,West (pre-2000),37 - 77,F,Consecutive numbering,einfach
Gartenstraße,Mitte,East + West-Staaken (pre-2000),86 - 115,F,Consecutive numbering,gut
Gartenstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Gartenstraße (Blanb),Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gartenstraße (Bohnd),Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Gartenstraße (FrzBu),Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Geithainer Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),12 - 14,G,Even numbers only,einfach
Geitnerweg,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Gelbbauchzeisigweg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gelfertstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Gelieustraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Gellertstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gellertstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gelnitzstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gelsenkircher Straße,Spandau,West (pre-2000),,K,Complete street,einfach
Geltower Weg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Gembitzer Straße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,einfach
Gemeinschaftsstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gemsenpfad,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Gemündener Straße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gendarmenmarkt,Mitte,East + West-Staaken (pre-2000),,K,Complete street,gut
General-Barby-Straße,Reinickendorf,West (pre-2000),,K,Complete street,einfach
General-Pape-Straße,Tempelhof-Schöneberg,West (pre-2000),1,U,Odd numbers only,einfach
General-Pape-Straße,Tempelhof-Schöneberg,West (pre-2000),2 - 100,G,Even numbers only,mittel
General-Pape-Straße,Tempelhof-Schöneberg,West (pre-2000),25,U,Odd numbers only,mittel
General-Woyna-Straße,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Geneststraße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,einfach
Genfenbergstraße,Spandau,West (pre-2000),,K,Complete street,einfach
Genfer Straße,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Genfer Weg,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Genossenschaftssteg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Genossenschaftsstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Genossenschaftsweg,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Genovevastraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Genshagener Straße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Gensinger Straße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,einfach
Genslerstraße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gensweg,Neukölln,West (pre-2000),,K,Complete street,einfach
Genter Straße,Mitte,West (pre-2000),,K,Complete street,einfach
Genthiner Straße,Mitte,West (pre-2000),1 - 41,U,Odd numbers only,mittel
Genthiner Straße,Mitte,West (pre-2000),2 - 52,G,Even numbers only,mittel
Genthiner Straße,Mitte,West (pre-2000),49 - 53,U,Odd numbers only,einfach
Georg-Benjamin-Straße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,einfach
Georg-Blank-Straße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
George-Caylay-Straße,Spandau,West (pre-2000),,K,Complete street,mittel
George-Grosz-Platz,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Georgenkirchstraße,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Georgenstraße,Mitte,East + West-Staaken (pre-2000),,K,Complete street,gut
Georgenstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Georgenstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
George-Stephenson-Straße,Mitte,West (pre-2000),2 - 20 A,G,Even numbers only,mittel
George-Stephenson-Straße,Mitte,West (pre-2000),7 - 25,U,Odd numbers only,mittel
George-Stephenson-Straße,Mitte,West (pre-2000),27,U,Odd numbers only,einfach
Georginenweg,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Georg-Klingenberg-Straße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Georg-Knorr-Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,einfach
Georg-Lehnig-Straße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Georg-Löwenstein-Straße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Georg-Schendel-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Georg-Schroeder-Straße,Spandau,East + West-Staaken (pre-2000),,K,Complete street,einfach
Georg-Stern-Straße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Georgstraße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Georg-Wilhelm-Straße,Charlottenburg-Wilmersdorf,West (pre-2000),1 - 12 B,F,Consecutive numbering,gut
Georg-Wilhelm-Straße,Charlottenburg-Wilmersdorf,West (pre-2000),16 - 17 A,F,Consecutive numbering,mittel
Georg-Wilhelm-Straße,Charlottenburg-Wilmersdorf,West (pre-2000),18 - 24 B,F,Consecutive numbering,gut
Geraer Ring,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,einfach
Geraer Straße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Geraldstraße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Geraldweg,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Geranienstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Gerberpfad,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Gerdastraße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gerdauer Straße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Gerdsmeyerweg,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Gerhard-Schulz-Straße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,einfach
Gerhardsdorfer Straße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Gerhard-Sedlmayr-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gerhardtstraße,Mitte,West (pre-2000),,K,Complete street,mittel
Gerhard-Winkler-Weg,Neukölln,West (pre-2000),,K,Complete street,mittel
Gerhart-Hauptmann-Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gieselerstraße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Giesensdorfer Straße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Giesestraße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),6 - 78,G,Even numbers only,mittel
Giesestraße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),7 - 67,U,Odd numbers only,mittel
Giesestraße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),79 - 97,U,Odd numbers only,gut
Giesestraße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),80 - 102,G,Even numbers only,gut
Gilgenburger Pfad,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gilgenburger Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gilgestraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Gillweg,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Gimpelsteig,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Ginkgoweg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Ginsterweg,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Gipsstraße,Mitte,East + West-Staaken (pre-2000),,K,Complete street,gut
Girlitzweg,Neukölln,West (pre-2000),,K,Complete street,mittel
Gisbertasteig,Reinickendorf,West (pre-2000),,K,Complete street,gut
Gisbertzweg,Neukölln,West (pre-2000),,K,Complete street,mittel
