street_name,district,territorial_side,house_number_range,house_number_scheme_code,house_number_scheme,classification
Im Lesachtal,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Im Lichtenhain,Lichtenberg,,whole street,K,Complete street,mittel
Im Lindenhof,Lichtenberg,,whole street,K,Complete street,mittel
Im Marienpark,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
Im Mittelbusch,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Im Mühlenfelde,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Im Rehgrund,Reinickendorf,,whole street,K,Complete street,mittel
Im Riedgrund,Reinickendorf,,whole street,K,Complete street,mittel
Im Rodeland,Reinickendorf,,whole street,K,Complete street,einfach
Im Rosengrund,Neukölln,,whole street,K,Complete street,einfach
Im Saatwinkel,Reinickendorf,,whole street,K,Complete street,einfach
Im Schönower Park,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Im Schwarzen Grund,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Im Spektefeld,Spandau,,whole street,K,Complete street,einfach
Im Vogtland,Reinickendorf,,whole street,K,Complete street,mittel
Im Waldwinkel,Reinickendorf,,whole street,K,Complete street,mittel
Im Wiesenbusch,Reinickendorf,,whole street,K,Complete street,mittel
Im Winkel,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Im Winkel,Treptow-Köpenick,,whole street,K,Complete street,einfach
Im Wolfsgartenfeld,Reinickendorf,,whole street,K,Complete street,einfach
Imbrosweg,Tempelhof-Schöneberg,,1 - 79 B,U,Odd numbers only,einfach
Imbrosweg,Tempelhof-Schöneberg,,2 - 8,G,Even numbers only,mittel
Imbrosweg,Tempelhof-Schöneberg,,10 - 16,G,Even numbers only,einfach
Imbrosweg,Tempelhof-Schöneberg,,22 - 38,G,Even numbers only,mittel
Imbrosweg,Tempelhof-Schöneberg,,40 - 78 B,G,Even numbers only,einfach
Imbuschweg,Neukölln,,whole street,K,Complete street,einfach
Imchenallee,Spandau,,2,G,Even numbers only,mittel
Imchenallee,Spandau,,7 - 23 E,U,Odd numbers only,mittel
Imchenallee,Spandau,,25 - 111,U,Odd numbers only,gut
Imchenallee,Spandau,,34 - 102,G,Even numbers only,gut
Imchenplatz,Spandau,,whole street,K,Complete street,gut
Imhoffweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Imkerweg,Treptow-Köpenick,,whole street,K,Complete street,einfach
Immanuelkirchstraße,Pankow,,whole street,K,Complete street,gut
Immenweg,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Immergrünsteig,Spandau,,whole street,K,Complete street,einfach
Immortellenweg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
In den Alboingärten,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
In den Bauerngärten,Neukölln,,whole street,K,Complete street,einfach
In den Floragärten,Pankow,,whole street,K,Complete street,mittel
In den Gärten,Neukölln,,whole street,K,Complete street,einfach
In den Kaveln,Reinickendorf,,whole street,K,Complete street,mittel
Jablonskistraße,Pankow,,whole street,K,Complete street,gut
Jackyallee,Treptow-Köpenick,,whole street,K,Complete street,einfach
Jacobsenweg,Reinickendorf,,whole street,K,Complete street,einfach
Jacobsohnstraße,Pankow,,whole street,K,Complete street,mittel
Jacobystraße,Mitte,,whole street,K,Complete street,mittel
Jaczostraße,Spandau,,whole street,K,Complete street,mittel
Jadeweg,Spandau,,whole street,K,Complete street,einfach
Jaehnstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Jafféstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,mittel
Jagen 37,Treptow-Köpenick,,whole street,K,Complete street,einfach
Jägerallee,Spandau,,1 - 22,F,Consecutive numbering,gut
Jägerallee,Spandau,,25 - 27,F,Consecutive numbering,mittel
Jägerndorfer Zeile,Steglitz-Zehlendorf,,1 - 31,U,Odd numbers only,mittel
Jägerndorfer Zeile,Steglitz-Zehlendorf,,2 - 38,G,Even numbers only,mittel
Jägerndorfer Zeile,Steglitz-Zehlendorf,,33 - 67,U,Odd numbers only,gut
Jägerndorfer Zeile,Steglitz-Zehlendorf,,40 - 68,G,Even numbers only,gut
Jägerstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Jägerstraße,Mitte,,whole street,K,Complete street,gut
Jägerstraße,Spandau,,whole street,K,Complete street,einfach
Jägerstraße,Steglitz-Zehlendorf,,1 - 4,F,Consecutive numbering,mittel
Jägerstraße,Steglitz-Zehlendorf,,5 - 11 A,F,Consecutive numbering,gut
Jägerstraße,Steglitz-Zehlendorf,,12 - 28 A,F,Consecutive numbering,mittel
Jägerstraße,Steglitz-Zehlendorf,,30 - 33 B,F,Consecutive numbering,gut
Jägerstraße,Steglitz-Zehlendorf,,34 - 39 A,F,Consecutive numbering,mittel
Jägerstraße (Bohnd),Treptow-Köpenick,,whole street,K,Complete street,einfach
Jägerstraße (Köpen),Treptow-Köpenick,,whole street,K,Complete street,mittel
Jägerweg,Reinickendorf,,whole street,K,Complete street,mittel
Jagowstraße,Mitte,,2 - 5,F,Consecutive numbering,gut
Jagowstraße,Mitte,,8 - 36 A,F,Consecutive numbering,mittel
Jagowstraße,Mitte,,40 - 44,F,Consecutive numbering,gut
Jagowstraße,Reinickendorf,,whole street,K,Complete street,mittel
Jagowstraße,Spandau,,whole street,K,Complete street,einfach
Jahnstraße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,mittel
Jahnstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,gut
Jahnstraße,Neukölln,,whole street,K,Complete street,einfach
Jahnstraße,Reinickendorf,,whole street,K,Complete street,mittel
Jahnstraße,Treptow-Köpenick,,whole street,K,Complete street,einfach
Jakobikirchstraße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,einfach
Jamaikaweg,Spandau,,whole street,K,Complete street,mittel
James-Cook-Straße,Spandau,,whole street,K,Complete street,mittel
James-Franck-Straße,Treptow-Köpenick,,2 - 4,F,Consecutive numbering,mittel
James-Franck-Straße,Treptow-Köpenick,,10 - 25,F,Consecutive numbering,einfach
James-Hobrecht-Straße,Pankow,,whole street,K,Complete street,mittel
Jänickendorfer Weg,Spandau,,whole street,K,Complete street,einfach
Jänickestraße,Steglitz-Zehlendorf,,1 - 19 A,U,Odd numbers only,gut
Jänickestraße,Steglitz-Zehlendorf,,4 - 126,G,Even numbers only,mittel
Jänickestraße,Steglitz-Zehlendorf,,19 B - 51 B,U,Odd numbers only,mittel
Jänickestraße,Steglitz-Zehlendorf,,53 - 65 A,U,Odd numbers only,gut
Jänickestraße,Steglitz-Zehlendorf,,67 - 139,U,Odd numbers only,mittel
Janischweg,Spandau,,whole street,K,Complete street,mittel
Janitzkystraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Jan-Petersen-Straße,Marzahn-Hellersdorf,,1,F,Consecutive numbering,mittel
Jan-Petersen-Straße,Marzahn-Hellersdorf,,2,F,Consecutive numbering,einfach
Jan-Petersen-Straße,Marzahn-Hellersdorf,,3,F,Consecutive numbering,mittel
Jan-Petersen-Straße,Marzahn-Hellersdorf,,4,F,Consecutive numbering,einfach
Jan-Petersen-Straße,Marzahn-Hellersdorf,,5,F,Consecutive numbering,mittel
Jan-Petersen-Straße,Marzahn-Hellersdorf,,6 - 6 B,F,Consecutive numbering,einfach
Jan-Petersen-Straße,Marzahn-Hellersdorf,,7,F,Consecutive numbering,mittel
Jan-Petersen-Straße,Marzahn-Hellersdorf,,8,F,Consecutive numbering,einfach
Jan-Petersen-Straße,Marzahn-Hellersdorf,,9,F,Consecutive numbering,mittel
Jan-Petersen-Straße,Marzahn-Hellersdorf,,10,F,Consecutive numbering,einfach
Jan-Petersen-Straße,Marzahn-Hellersdorf,,11,F,Consecutive numbering,mittel
Jan-Petersen-Straße,Marzahn-Hellersdorf,,12,F,Consecutive numbering,einfach
Jan-Petersen-Straße,Marzahn-Hellersdorf,,13,F,Consecutive numbering,mittel
Jan-Petersen-Straße,Marzahn-Hellersdorf,,14,F,Consecutive numbering,einfach
Jan-Petersen-Straße,Marzahn-Hellersdorf,,15 - 29,F,Consecutive numbering,mittel
Jansastraße,Neukölln,,whole street,K,Complete street,einfach
Jänschwalder Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Jansenstraße,Reinickendorf,,whole street,K,Complete street,einfach
Janusz-Korczak-Straße,Marzahn-Hellersdorf,,1 - 25,U,Odd numbers only,mittel
Janusz-Korczak-Straße,Marzahn-Hellersdorf,,2 - 34,G,Even numbers only,mittel
Janusz-Korczak-Straße,Marzahn-Hellersdorf,,29 - 31,U,Odd numbers only,einfach
Janusz-Korczak-Straße,Marzahn-Hellersdorf,,31 A - 37,U,Odd numbers only,mittel
Johannisthaler Chaussee,Neukölln,,326 D - 390,G,Even numbers only,mittel
Johannisthaler Chaussee,Neukölln,,392 - 440,G,Even numbers only,einfach
Johannisthaler Chaussee,Treptow-Köpenick,,whole street,K,Complete street,einfach
Johanniterstraße,Friedrichshain-Kreuzberg,,2 - 17,F,Consecutive numbering,mittel
Johanniterstraße,Friedrichshain-Kreuzberg,,18 - 38,F,Consecutive numbering,gut
Johann-Jacob-Baeyer-Straße,Treptow-Köpenick,,whole street,K,Complete street,einfach
Johann-Jacob-Engel-Straße,Lichtenberg,,whole street,K,Complete street,einfach
Johann-Landefeldt-Straße,Spandau,,whole street,K,Complete street,mittel
Johann-Sigismund-Straße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
John-Foster-Dulles-Allee,Mitte,,whole street,K,Complete street,gut
John-Heartfield-Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
John-Locke-Straße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
John-Schehr-Straße,Pankow,,1 - 53,U,Odd numbers only,gut
John-Schehr-Straße,Pankow,,2 - 70,G,Even numbers only,gut
John-Schehr-Straße,Pankow,,55 - 71,U,Odd numbers only,mittel
John-Sieg-Straße,Lichtenberg,,1 - 13,U,Odd numbers only,mittel
John-Sieg-Straße,Lichtenberg,,6 - 24 A,G,Even numbers only,einfach
Jollenseglerstraße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,gut
Jonasstraße,Mitte,,whole street,K,Complete street,einfach
Jonasstraße,Neukölln,,whole street,K,Complete street,einfach
Jonathanweg,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Jordanstraße,Spandau,,whole street,K,Complete street,einfach
Jordanstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Jörsstraße,Reinickendorf,,whole street,K,Complete street,mittel
Josef-Höhn-Straße,Lichtenberg,,whole street,K,Complete street,einfach
Josef-Nawrocki-Straße,Treptow-Köpenick,,whole street,K,Complete street,gut
Josef-Orlopp-Straße,Lichtenberg,,1 - 101,U,Odd numbers only,einfach
Josef-Orlopp-Straße,Lichtenberg,,4 - 106,G,Even numbers only,mittel
Joseph-Haydn-Straße,Mitte,,whole street,K,Complete street,mittel
Joseph-Schmidt-Straße,Neukölln,,whole street,K,Complete street,einfach
Joseph-von-Eichendorff-Gasse,Mitte,,whole street,K,Complete street,gut
Jostweg,Reinickendorf,,whole street,K,Complete street,gut
Jötunsteig,Pankow,,whole street,K,Complete street,mittel
Jubiläumsapfelweg,Pankow,,whole street,K,Complete street,einfach
Juchaczweg,Neukölln,,whole street,K,Complete street,einfach
Jüdenstraße,Mitte,,whole street,K,Complete street,gut
Jüdenstraße,Spandau,,whole street,K,Complete street,einfach
Judith-Auer-Straße,Lichtenberg,,whole street,K,Complete street,einfach
Jugendweg,Spandau,,whole street,K,Complete street,einfach
Jugenheimer Weg,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Juister Weg,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Jules-Verne-Straße,Spandau,,whole street,K,Complete street,mittel
Jülicher Straße,Mitte,,whole street,K,Complete street,einfach
Julierstraße,Reinickendorf,,whole street,K,Complete street,einfach
Julie-Wolfthorn-Straße,Mitte,,whole street,K,Complete street,mittel
Julius-Hart-Straße,Treptow-Köpenick,,2 - 7,F,Consecutive numbering,mittel
Julius-Hart-Straße,Treptow-Köpenick,,39 - 46,F,Consecutive numbering,gut
Juliushof,Neukölln,,whole street,K,Complete street,einfach
Julius-Meyen-Straße,Lichtenberg,,whole street,K,Complete street,einfach
Juliusstraße,Neukölln,,whole street,K,Complete street,einfach
Jungbornstraße,Pankow,,whole street,K,Complete street,mittel
Jungfernheideweg,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,einfach
Jungfernheideweg,Spandau,,whole street,K,Complete street,einfach
Jungfernsteg,Treptow-Köpenick,,whole street,K,Complete street,einfach
Jungfernsteig,Spandau,,whole street,K,Complete street,einfach
Jungfernstieg,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Jungstraße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,gut
Junikäferweg,Spandau,,whole street,K,Complete street,einfach
Junker-Jörg-Straße,Lichtenberg,,whole street,K,Complete street,gut
Junostraße,Reinickendorf,,whole street,K,Complete street,mittel
Jupiterstraße,Neukölln,,whole street,K,Complete street,einfach
Jupiterstraße,Reinickendorf,,whole street,K,Complete street,einfach
Jurek-Becker-Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Jürgen-Schramm-Straße,Spandau,,whole street,K,Complete street,mittel
Justus-von-Liebig-Straße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Jüterboger Straße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,mittel
Jutta-Langenau-Straße,Lichtenberg,,whole street,K,Complete street,einfach
Juttastraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Kabelitzweg,Pankow,,whole street,K,Complete street,mittel
Kabelpfuhlweg,Neukölln,,whole street,K,Complete street,einfach
Kablower Weg,Treptow-Köpenick,,1 - 91,U,Odd numbers only,einfach
Kablower Weg,Treptow-Köpenick,,8 - 72,G,Even numbers only,einfach
Kanalstraße,Neukölln,,66 - 146,G,Even numbers only,einfach
Kanalstraße,Spandau,,whole street,K,Complete street,einfach
Kanalstraße,Treptow-Köpenick,,whole street,K,Complete street,einfach
Kandeler Weg,Spandau,,whole street,K,Complete street,einfach
Kandertaler Weg,Pankow,,whole street,K,Complete street,mittel
Kanner Straße,Neukölln,,whole street,K,Complete street,einfach
Kantapfelweg,Pankow,,1 - 9,U,Odd numbers only,mittel
Kantapfelweg,Pankow,,2 - 8,G,Even numbers only,mittel
Kantapfelweg,Pankow,,14 - 24,G,Even numbers only,einfach
Kantapfelweg,Pankow,,15 - 23,U,Odd numbers only,einfach
Kantstraße,Charlottenburg-Wilmersdorf,,1 - 6,F,Consecutive numbering,gut
Kantstraße,Charlottenburg-Wilmersdorf,,7 - 12 A,F,Consecutive numbering,mittel
Kantstraße,Charlottenburg-Wilmersdorf,,13 - 51,F,Consecutive numbering,gut
Kantstraße,Charlottenburg-Wilmersdorf,,52 - 67,F,Consecutive numbering,mittel
Kantstraße,Charlottenburg-Wilmersdorf,,68 - 100,F,Consecutive numbering,gut
Kantstraße,Charlottenburg-Wilmersdorf,,101 - 117 A,F,Consecutive numbering,mittel
Kantstraße,Charlottenburg-Wilmersdorf,,118 - 165,F,Consecutive numbering,gut
Kantstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Kanutenweg,Treptow-Köpenick,,1 - 5,U,Odd numbers only,gut
Kanutenweg,Treptow-Köpenick,,2 - 6,G,Even numbers only,mittel
Kanzlerweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Kanzowstraße,Pankow,,whole street,K,Complete street,gut
Kapaunenstraße,Neukölln,,4 - 80,G,Even numbers only,mittel
Kapaunenstraße,Neukölln,,5 - 83,U,Odd numbers only,mittel
Kapaunenstraße,Neukölln,,84 - 86,G,Even numbers only,einfach
Kapaunenstraße,Neukölln,,87 - 97,U,Odd numbers only,einfach
Kapellensteig,Spandau,,whole street,K,Complete street,einfach
Kapellenweg,Pankow,,whole street,K,Complete street,mittel
Kapelle-Ufer,Mitte,,whole street,K,Complete street,gut
Kappenstraße,Neukölln,,whole street,K,Complete street,mittel
Kapsperlingweg,Pankow,,3 - 7,F,Consecutive numbering,mittel
Kapsperlingweg,Pankow,,8,F,Consecutive numbering,einfach
Kapsperlingweg,Pankow,,9,F,Consecutive numbering,mittel
Kapsperlingweg,Pankow,,10,F,Consecutive numbering,einfach
Kapsperlingweg,Pankow,,11 - 35,F,Consecutive numbering,mittel
Kapuzenzeisigweg,Pankow,,whole street,K,Complete street,mittel
Kapverdenweg,Spandau,,whole street,K,Complete street,mittel
Kapweg,Mitte,,whole street,K,Complete street,einfach
Kapweg,Reinickendorf,,whole street,K,Complete street,einfach
Karestraße,Pankow,,whole street,K,Complete street,mittel
Karl-Egon-Straße,Lichtenberg,,whole street,K,Complete street,gut
Karl-Elsasser-Straße,Neukölln,,whole street,K,Complete street,einfach
Karl-Fischer-Weg,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Karl-Frank-Straße,Treptow-Köpenick,,whole street,K,Complete street,gut
Karl-Heinrich-Ulrichs-Straße,Mitte,,whole street,K,Complete street,mittel
Karl-Heinrich-Ulrichs-Straße,Tempelhof-Schöneberg,,1 - 11,U,Odd numbers only,mittel
Karl-Heinrich-Ulrichs-Straße,Tempelhof-Schöneberg,,2 - 12,G,Even numbers only,einfach
Karl-Hofer-Straße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Karl-Holtz-Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Karlinekenweg,Pankow,,whole street,K,Complete street,einfach
Karl-Kunger-Straße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Karl-Lade-Straße,Lichtenberg,,whole street,K,Complete street,mittel
Karl-Liebknecht-Straße,Mitte,,whole street,K,Complete street,gut
Karl-Marx-Allee,Friedrichshain-Kreuzberg,,53 - 91 B,U,Odd numbers only,mittel
Karl-Marx-Allee,Friedrichshain-Kreuzberg,,54 - 104,G,Even numbers only,mittel
Karl-Marx-Allee,Friedrichshain-Kreuzberg,,93 - 131 A,U,Odd numbers only,gut
Karl-Marx-Allee,Friedrichshain-Kreuzberg,,106 - 128,G,Even numbers only,gut
Karl-Marx-Allee,Friedrichshain-Kreuzberg,,132 - 140,G,Even numbers only,mittel
Karl-Marx-Allee,Friedrichshain-Kreuzberg,,133 - 143,U,Odd numbers only,mittel
Karl-Marx-Allee,Mitte,,whole street,K,Complete street,mittel
Karl-Marx-Platz,Neukölln,,whole street,K,Complete street,einfach
Karl-Marx-Straße,Neukölln,,whole street,K,Complete street,einfach
Karl-Philipp-Moritz-Weg,Lichtenberg,,whole street,K,Complete street,einfach
Karlplatz,Mitte,,whole street,K,Complete street,gut
Karl-Pokern-Straße,Treptow-Köpenick,,whole street,K,Complete street,gut
Karlsbader Straße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Karlsbergallee,Spandau,,whole street,K,Complete street,gut
Karlsburger Weg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Karl-Schrader-Straße,Tempelhof-Schöneberg,,whole street,K,Complete street,gut
Karlsgartenstraße,Neukölln,,whole street,K,Complete street,einfach
Karlshafener Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Karlshöhe,Pankow,,whole street,K,Complete street,mittel
Karlshorster Straße,Treptow-Köpenick,,whole street,K,Complete street,einfach
Karlsruher Straße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Katzengraben,Treptow-Köpenick,,whole street,K,Complete street,mittel
Katzensteg,Reinickendorf,,whole street,K,Complete street,gut
Katzlerstraße,Tempelhof-Schöneberg,,3 - 10,F,Consecutive numbering,einfach
Katzlerstraße,Tempelhof-Schöneberg,,11 - 20,F,Consecutive numbering,mittel
Katzsteinweg,Pankow,,whole street,K,Complete street,einfach
Katzwanger Steig,Spandau,,whole street,K,Complete street,mittel
Kaubstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,mittel
Kaulbachstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Kaulbachstraße,Steglitz-Zehlendorf,,1 - 65,U,Odd numbers only,gut
Kaulbachstraße,Steglitz-Zehlendorf,,2 - 38,G,Even numbers only,gut
Kaulbachstraße,Steglitz-Zehlendorf,,46 - 58,G,Even numbers only,mittel
Kaulbachstraße,Steglitz-Zehlendorf,,60 B - 68,G,Even numbers only,gut
Kaulbachstraße,Steglitz-Zehlendorf,,67 A - 73,U,Odd numbers only,mittel
Kaulsdorfer Gärten,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
