street_name,district,territorial_side,house_number_range,house_number_scheme_code,house_number_scheme,classification
Frauenschuhweg,Neukölln,,whole street,K,Complete street,mittel
Frauenstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Frau-Holle-Straße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Fraunhoferstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,mittel
Fraustadter Weg,Treptow-Köpenick,,whole street,K,Complete street,mittel
Fredericiastraße,Charlottenburg-Wilmersdorf,,1 - 6,F,Consecutive numbering,mittel
Fredericiastraße,Charlottenburg-Wilmersdorf,,7 - 22,F,Consecutive numbering,gut
Fredericiastraße,Charlottenburg-Wilmersdorf,,23 - 33,F,Consecutive numbering,mittel
Fredersdorfer Straße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,gut
Fredersdorfer Weg,Treptow-Köpenick,,whole street,K,Complete street,einfach
Freesienweg,Lichtenberg,,whole street,K,Complete street,mittel
Freester Weg,Reinickendorf,,whole street,K,Complete street,mittel
Fregestraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Fregestraße,Tempelhof-Schöneberg,,whole street,K,Complete street,gut
Freiastraße,Lichtenberg,,whole street,K,Complete street,mittel
Freibergstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
Freiburger Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Friedrich-Engels-Straße,Pankow,,3 - 193,U,Odd numbers only,mittel
Friedrich-Engels-Straße,Pankow,,32 - 196,G,Even numbers only,mittel
Friedrich-Franz-Straße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Friedrich-Hanisch-Straße,Spandau,,whole street,K,Complete street,mittel
Friedrich-Jacobs-Promenade,Lichtenberg,,whole street,K,Complete street,mittel
Friedrich-Junge-Straße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,gut
Friedrich-Karl-Straße,Reinickendorf,,whole street,K,Complete street,einfach
Friedrich-Karl-Straße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Friedrich-Kayßler-Weg,Neukölln,,whole street,K,Complete street,einfach
Friedrich-Krause-Ufer,Mitte,,whole street,K,Complete street,einfach
Friedrich-List-Straße,Treptow-Köpenick,,1 - 5,F,Consecutive numbering,mittel
Friedrich-List-Straße,Treptow-Köpenick,,6 - 8,F,Consecutive numbering,einfach
Friedrich-List-Straße,Treptow-Köpenick,,9,F,Consecutive numbering,mittel
Friedrich-List-Straße,Treptow-Köpenick,,10,F,Consecutive numbering,einfach
Friedrich-List-Straße,Treptow-Köpenick,,11 - 12,F,Consecutive numbering,mittel
Friedrich-List-Straße,Treptow-Köpenick,,13,F,Consecutive numbering,einfach
Friedrich-List-Straße,Treptow-Köpenick,,14 - 15,F,Consecutive numbering,mittel
Friedrich-List-Straße,Treptow-Köpenick,,16 - 17,F,Consecutive numbering,einfach
Friedrich-List-Straße,Treptow-Köpenick,,18,F,Consecutive numbering,mittel
Friedrich-List-Straße,Treptow-Köpenick,,19 - 22,F,Consecutive numbering,einfach
Friedrich-List-Straße,Treptow-Köpenick,,23 - 27,F,Consecutive numbering,mittel
Friedrich-List-Straße,Treptow-Köpenick,,28 - 30,F,Consecutive numbering,einfach
Friedrich-List-Straße,Treptow-Köpenick,,31 - 39,F,Consecutive numbering,mittel
Friedrich-List-Straße,Treptow-Köpenick,,40 - 45,F,Consecutive numbering,einfach
Friedrich-Olbricht-Damm,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,einfach
Friedrich-Richter-Straße,Pankow,,whole street,K,Complete street,einfach
Friedrichrodaer Straße,Steglitz-Zehlendorf,,1 - 25,U,Odd numbers only,einfach
Friedrichrodaer Straße,Steglitz-Zehlendorf,,4 - 160,G,Even numbers only,mittel
Friedrichrodaer Straße,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
Friedrichsberger Straße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,mittel
Friedrichsbrunner Straße,Neukölln,,whole street,K,Complete street,einfach
Friedrichsgracht,Mitte,,whole street,K,Complete street,gut
Friedrichshagener Straße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Friedrichshaller Straße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Friedrichsruher Platz,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Friedrichsruher Straße,Charlottenburg-Wilmersdorf,,11 - 32,F,Consecutive numbering,gut
Friedrichsruher Straße,Charlottenburg-Wilmersdorf,,33 - 37 A,F,Consecutive numbering,mittel
Friedrichsruher Straße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Friedrich-Stampfer-Straße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,einfach
Friedrichsteiner Straße,Lichtenberg,,whole street,K,Complete street,gut
Friedrichsthaler Weg,Reinickendorf,,whole street,K,Complete street,gut
Friedrichstraße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,einfach
Friedrichstraße,Mitte,,whole street,K,Complete street,gut
Friedrichstraße,Spandau,,whole street,K,Complete street,einfach
Friedrichstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Friedrich-Wilhelm-Platz,Tempelhof-Schöneberg,,whole street,K,Complete street,gut
Friedrich-Wilhelm-Straße,Reinickendorf,,whole street,K,Complete street,einfach
Friedrich-Wilhelm-Straße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Friedrich-Wöhler-Straße,Treptow-Köpenick,,whole street,K,Complete street,einfach
Friedrich-Wolf-Straße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Friensteinweg,Pankow,,whole street,K,Complete street,einfach
Friesacker Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Friesdorfer Pfad,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
Friesenstraße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,mittel
Friesenstraße,Pankow,,whole street,K,Complete street,mittel
Friesenstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Friesenstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Friesickestraße,Pankow,,whole street,K,Complete street,mittel
Frischborner Weg,Reinickendorf,,whole street,K,Complete street,einfach
Frischlingsteig,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Frithjofstraße,Pankow,,whole street,K,Complete street,mittel
Fritschestraße,Charlottenburg-Wilmersdorf,,21 - 31,F,Consecutive numbering,mittel
Fritschestraße,Charlottenburg-Wilmersdorf,,32 - 62,F,Consecutive numbering,gut
Fritschestraße,Charlottenburg-Wilmersdorf,,64 - 81,F,Consecutive numbering,mittel
Fritschweg,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Fritz-Elsas-Straße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Fritz-Erler-Allee,Neukölln,,2 - 180,G,Even numbers only,einfach
Fritz-Erler-Allee,Neukölln,,9 - 109,U,Odd numbers only,einfach
Fritz-Erler-Allee,Neukölln,,155 - 197,U,Odd numbers only,mittel
Fritz-Erler-Allee,Neukölln,,190 - 194,G,Even numbers only,mittel
Fritz-Erpenbeck-Ring,Pankow,,whole street,K,Complete street,gut
Fritzi-Massary-Straße,Neukölln,,whole street,K,Complete street,einfach
Fritz-Kirsch-Zeile,Treptow-Köpenick,,whole street,K,Complete street,einfach
Fritz-König-Weg,Treptow-Köpenick,,whole street,K,Complete street,einfach
Fürstenstraße (Zehld),Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Fürstenwalder Allee,Treptow-Köpenick,,1 - 67,U,Odd numbers only,mittel
Fürstenwalder Allee,Treptow-Köpenick,,2 - 70,G,Even numbers only,mittel
Fürstenwalder Allee,Treptow-Köpenick,,72 - 500,G,Even numbers only,einfach
Fürstenwalder Allee,Treptow-Köpenick,,73 - 463,U,Odd numbers only,einfach
Fürstenwalder Damm,Treptow-Köpenick,,237 - 403,U,Odd numbers only,mittel
Fürstenwalder Damm,Treptow-Köpenick,,260 - 418,G,Even numbers only,mittel
Fürstenwalder Damm,Treptow-Köpenick,,407 - 427 C,U,Odd numbers only,gut
Fürstenwalder Damm,Treptow-Köpenick,,420 - 548,G,Even numbers only,gut
Fürstenwalder Damm,Treptow-Köpenick,,427 F,U,Odd numbers only,mittel
Fürstenwalder Damm,Treptow-Köpenick,,429 - 739,U,Odd numbers only,gut
Fürstenwalder Damm,Treptow-Köpenick,,554 - 602,G,Even numbers only,mittel
Fürstenwalder Damm,Treptow-Köpenick,,620,G,Even numbers only,gut
Fürstenwalder Damm,Treptow-Köpenick,,832 - 900,G,Even numbers only,mittel
Fürstenwalder Straße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,mittel
Fürstenweg,Spandau,,whole street,K,Complete street,mittel
Fürther Straße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Fürther Straße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Furtwänglerstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Füssener Straße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Fußweg 475,Treptow-Köpenick,,whole street,K,Complete street,einfach
Fußweg 552,Treptow-Köpenick,,whole street,K,Complete street,einfach
Fuststraße,Treptow-Köpenick,,whole street,K,Complete street,einfach
Futhzeile,Neukölln,,whole street,K,Complete street,einfach
Futranplatz,Treptow-Köpenick,,whole street,K,Complete street,mittel
Gabainstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Gabelweihstraße,Reinickendorf,,whole street,K,Complete street,mittel
Gäblerstraße,Pankow,,whole street,K,Complete street,mittel
Gabrielenstraße,Reinickendorf,,whole street,K,Complete street,gut
Gabriele-Tergit-Promenade,Mitte,,whole street,K,Complete street,gut
Gabriel-Max-Straße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,gut
Gadebuscher Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Gadebuscher Weg,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Gaffelsteig,Treptow-Köpenick,,whole street,K,Complete street,mittel
Gaillardstraße,Pankow,,whole street,K,Complete street,mittel
Gaismannshofer Weg,Spandau,,whole street,K,Complete street,mittel
Gajusstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
Galapagosweg,Spandau,,whole street,K,Complete street,mittel
Galenstraße,Spandau,,whole street,K,Complete street,einfach
Galenusstraße,Pankow,,whole street,K,Complete street,mittel
Galileistraße,Treptow-Köpenick,,whole street,K,Complete street,einfach
Gallandiweg,Spandau,,whole street,K,Complete street,gut
Gallesteig,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,mittel
Gallipoliweg,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
Galluner Straße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Gallwitzallee,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Galvanistraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,mittel
Gambiner Weg,Reinickendorf,,whole street,K,Complete street,mittel
Gamsbartweg,Reinickendorf,,whole street,K,Complete street,einfach
Ganghoferstraße,Neukölln,,whole street,K,Complete street,einfach
Ganghoferstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Ganzhornweg,Spandau,,whole street,K,Complete street,gut
Garbátyplatz,Pankow,,whole street,K,Complete street,mittel
Garbenpfad,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Gardeschützenweg,Steglitz-Zehlendorf,,2 - 142,G,Even numbers only,gut
Gardeschützenweg,Steglitz-Zehlendorf,,3 - 65,U,Odd numbers only,mittel
Gardeschützenweg,Steglitz-Zehlendorf,,67 - 141,U,Odd numbers only,gut
Gardes-Du-Corps-Straße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,mittel
Garibaldistraße,Pankow,,whole street,K,Complete street,mittel
Garmischer Weg,Spandau,,whole street,K,Complete street,einfach
Garnisonkirchplatz,Mitte,,whole street,K,Complete street,gut
Gartenfelder Straße,Spandau,,whole street,K,Complete street,einfach
Gartenplatz,Mitte,,whole street,K,Complete street,einfach
Gartenstadtweg,Treptow-Köpenick,,whole street,K,Complete street,mittel
Gartenstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Gartenstraße,Mitte,,1 - 26,F,Consecutive numbering,gut
Gartenstraße,Mitte,,37 - 77,F,Consecutive numbering,einfach
Gartenstraße,Mitte,,86 - 115,F,Consecutive numbering,gut
Gartenstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Gartenstraße (Blanb),Pankow,,whole street,K,Complete street,mittel
Gartenstraße (Bohnd),Treptow-Köpenick,,whole street,K,Complete street,einfach
Gartenstraße (FrzBu),Pankow,,whole street,K,Complete street,mittel
Geithainer Straße,Marzahn-Hellersdorf,,12 - 14,G,Even numbers only,einfach
Geitnerweg,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Gelbbauchzeisigweg,Pankow,,whole street,K,Complete street,mittel
Gelfertstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Gelieustraße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Gellertstraße,Pankow,,whole street,K,Complete street,mittel
Gellertstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Gelnitzstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Gelsenkircher Straße,Spandau,,whole street,K,Complete street,einfach
Geltower Weg,Treptow-Köpenick,,whole street,K,Complete street,einfach
Gembitzer Straße,Lichtenberg,,whole street,K,Complete street,einfach
Gemeinschaftsstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Gemsenpfad,Reinickendorf,,whole street,K,Complete street,mittel
Gemündener Straße,Pankow,,whole street,K,Complete street,mittel
Gendarmenmarkt,Mitte,,whole street,K,Complete street,gut
General-Barby-Straße,Reinickendorf,,whole street,K,Complete street,einfach
General-Pape-Straße,Tempelhof-Schöneberg,,1,U,Odd numbers only,einfach
General-Pape-Straße,Tempelhof-Schöneberg,,2 - 100,G,Even numbers only,mittel
General-Pape-Straße,Tempelhof-Schöneberg,,25,U,Odd numbers only,mittel
General-Woyna-Straße,Reinickendorf,,whole street,K,Complete street,einfach
Geneststraße,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
Genfenbergstraße,Spandau,,whole street,K,Complete street,einfach
Genfer Straße,Reinickendorf,,whole street,K,Complete street,einfach
Genfer Weg,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Genossenschaftssteg,Pankow,,whole street,K,Complete street,mittel
Genossenschaftsstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Genossenschaftsweg,Lichtenberg,,whole street,K,Complete street,mittel
Genovevastraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Genshagener Straße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Gensinger Straße,Lichtenberg,,whole street,K,Complete street,einfach
Genslerstraße,Lichtenberg,,whole street,K,Complete street,mittel
Gensweg,Neukölln,,whole street,K,Complete street,einfach
Genter Straße,Mitte,,whole street,K,Complete street,einfach
Genthiner Straße,Mitte,,1 - 41,U,Odd numbers only,mittel
Genthiner Straße,Mitte,,2 - 52,G,Even numbers only,mittel
Genthiner Straße,Mitte,,49 - 53,U,Odd numbers only,einfach
Georg-Benjamin-Straße,Pankow,,whole street,K,Complete street,einfach
Georg-Blank-Straße,Pankow,,whole street,K,Complete street,mittel
George-Caylay-Straße,Spandau,,whole street,K,Complete street,mittel
George-Grosz-Platz,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Georgenkirchstraße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,mittel
Georgenstraße,Mitte,,whole street,K,Complete street,gut
Georgenstraße,Pankow,,whole street,K,Complete street,mittel
Georgenstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
George-Stephenson-Straße,Mitte,,2 - 20 A,G,Even numbers only,mittel
George-Stephenson-Straße,Mitte,,7 - 25,U,Odd numbers only,mittel
George-Stephenson-Straße,Mitte,,27,U,Odd numbers only,einfach
Georginenweg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Georg-Klingenberg-Straße,Lichtenberg,,whole street,K,Complete street,mittel
Georg-Knorr-Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Georg-Lehnig-Straße,Lichtenberg,,whole street,K,Complete street,mittel
Georg-Löwenstein-Straße,Lichtenberg,,whole street,K,Complete street,mittel
Georg-Schendel-Straße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Georg-Schroeder-Straße,Spandau,,whole street,K,Complete street,einfach
Georg-Stern-Straße,Lichtenberg,,whole street,K,Complete street,mittel
Georgstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Georg-Wilhelm-Straße,Charlottenburg-Wilmersdorf,,1 - 12 B,F,Consecutive numbering,gut
Georg-Wilhelm-Straße,Charlottenburg-Wilmersdorf,,16 - 17 A,F,Consecutive numbering,mittel
Georg-Wilhelm-Straße,Charlottenburg-Wilmersdorf,,18 - 24 B,F,Consecutive numbering,gut
Geraer Ring,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Geraer Straße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Geraldstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Geraldweg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Geranienstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Gerberpfad,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Gerdastraße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Gerdauer Straße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Gerdsmeyerweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Gerhard-Schulz-Straße,Lichtenberg,,whole street,K,Complete street,einfach
Gerhardsdorfer Straße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Gerhard-Sedlmayr-Straße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Gerhardtstraße,Mitte,,whole street,K,Complete street,mittel
Gerhard-Winkler-Weg,Neukölln,,whole street,K,Complete street,mittel
Gerhart-Hauptmann-Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Gieselerstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Giesensdorfer Straße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Giesestraße,Marzahn-Hellersdorf,,6 - 78,G,Even numbers only,mittel
Giesestraße,Marzahn-Hellersdorf,,7 - 67,U,Odd numbers only,mittel
Giesestraße,Marzahn-Hellersdorf,,79 - 97,U,Odd numbers only,gut
Giesestraße,Marzahn-Hellersdorf,,80 - 102,G,Even numbers only,gut
Gilgenburger Pfad,Treptow-Köpenick,,whole street,K,Complete street,mittel
Gilgenburger Straße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Gilgestraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Gillweg,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Gimpelsteig,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Ginkgoweg,Treptow-Köpenick,,whole street,K,Complete street,mittel
Ginsterweg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Gipsstraße,Mitte,,whole street,K,Complete street,gut
Girlitzweg,Neukölln,,whole street,K,Complete street,mittel
Gisbertasteig,Reinickendorf,,whole street,K,Complete street,gut
Gisbertzweg,Neukölln,,whole street,K,Complete street,mittel
Gisela-Reissenberger-Platz,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Giselastraße,Lichtenberg,,whole street,K,Complete street,mittel
Gisèle-Freund-Hain,Lichtenberg,,whole street,K,Complete street,mittel
Giselhersteig,Lichtenberg,,whole street,K,Complete street,mittel
Gitschiner Straße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,einfach
Glacisweg,Spandau,,whole street,K,Complete street,einfach
Gladauer Weg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Gladiolenstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Glambecker Ring,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Glambecker Weg,Reinickendorf,,whole street,K,Complete street,gut
Glandzeile,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Glanzstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Glarner Straße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Glärnischweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Glasapfelweg,Pankow,,whole street,K,Complete street,mittel
Glasberger Straße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Glasbläserallee,Friedrichshain-Kreuzberg,,2 - 6,F,Consecutive numbering,gut
Glasbläserallee,Friedrichshain-Kreuzberg,,7,F,Consecutive numbering,mittel
Glasbläserallee,Friedrichshain-Kreuzberg,,8,F,Consecutive numbering,gut
Glasbläserallee,Friedrichshain-Kreuzberg,,9,F,Consecutive numbering,mittel
Glasbläserallee,Friedrichshain-Kreuzberg,,10,F,Consecutive numbering,gut
Glasbläserallee,Friedrichshain-Kreuzberg,,11,F,Consecutive numbering,mittel
Glasbläserallee,Friedrichshain-Kreuzberg,,12,F,Consecutive numbering,gut
Glasbläserallee,Friedrichshain-Kreuzberg,,13,F,Consecutive numbering,mittel
Glasbläserallee,Friedrichshain-Kreuzberg,,14,F,Consecutive numbering,gut
Glasbläserallee,Friedrichshain-Kreuzberg,,15 - 15 A,F,Consecutive numbering,mittel
Glasbläserallee,Friedrichshain-Kreuzberg,,16,F,Consecutive numbering,gut
Glasbläserallee,Friedrichshain-Kreuzberg,,17,F,Consecutive numbering,mittel
Glasbläserallee,Friedrichshain-Kreuzberg,,18,F,Consecutive numbering,gut
Glasbläserallee,Friedrichshain-Kreuzberg,,19,F,Consecutive numbering,mittel
Glasbläserallee,Friedrichshain-Kreuzberg,,20,F,Consecutive numbering,gut
Glasbläserallee,Friedrichshain-Kreuzberg,,21,F,Consecutive numbering,mittel
Glasbläserallee,Friedrichshain-Kreuzberg,,22,F,Consecutive numbering,gut
Glasbläserallee,Friedrichshain-Kreuzberg,,23,F,Consecutive numbering,mittel
Glasbläserallee,Friedrichshain-Kreuzberg,,24,F,Consecutive numbering,gut
Glasbläserallee,Friedrichshain-Kreuzberg,,25,F,Consecutive numbering,mittel
Glasbläserallee,Friedrichshain-Kreuzberg,,26 - 38,F,Consecutive numbering,gut
Glaschkestraße,Lichtenberg,,whole street,K,Complete street,mittel
Glaserweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Glasgower Straße,Mitte,,whole street,K,Complete street,einfach
Glashütter Weg,Neukölln,,whole street,K,Complete street,einfach
Glaskrautstraße,Reinickendorf,,whole street,K,Complete street,mittel
Glasower Straße,Neukölln,,whole street,K,Complete street,einfach
Glaßbrennerstraße,Pankow,,whole street,K,Complete street,mittel
Glatzer Straße,Friedrichshain-Kreuzberg,,1 - 4 A,F,Consecutive numbering,mittel
Glatzer Straße,Friedrichshain-Kreuzberg,,5 - 7,F,Consecutive numbering,gut
Glauberstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Glauchauer Straße,Marzahn-Hellersdorf,,1 - 7,U,Odd numbers only,einfach
Glauchauer Straße,Marzahn-Hellersdorf,,2 - 16,G,Even numbers only,einfach
Glauchauer Straße,Marzahn-Hellersdorf,,19 - 21,U,Odd numbers only,mittel
Glauchauer Straße,Marzahn-Hellersdorf,,20 - 22,G,Even numbers only,mittel
Gleditschstraße,Tempelhof-Schöneberg,,3 - 23,U,Odd numbers only,mittel
Gleditschstraße,Tempelhof-Schöneberg,,26 - 72,G,Even numbers only,gut
Gleditschstraße,Tempelhof-Schöneberg,,27 - 71,U,Odd numbers only,gut
Gleditschstraße,Tempelhof-Schöneberg,,74 - 80,G,Even numbers only,mittel
Gleditschstraße,Tempelhof-Schöneberg,,75 - 81,U,Odd numbers only,mittel
Gleimstraße,Mitte,,whole street,K,Complete street,einfach
Goldlärchenweg,Spandau,,whole street,K,Complete street,mittel
Goldmühler Weg,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Goldrautenweg,Neukölln,,whole street,K,Complete street,mittel
Goldregenstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Goldrutenweg,Pankow,,whole street,K,Complete street,einfach
Goldschmidtweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Goldsternweg,Treptow-Köpenick,,whole street,K,Complete street,mittel
Goldzeisigweg,Pankow,,whole street,K,Complete street,mittel
Golfweg,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Gollanczstraße,Reinickendorf,,1 - 49,U,Odd numbers only,gut
Gollanczstraße,Reinickendorf,,2 - 46,G,Even numbers only,gut
Gollanczstraße,Reinickendorf,,50 - 144,G,Even numbers only,mittel
Gollanczstraße,Reinickendorf,,51 A - 145,U,Odd numbers only,mittel
Gollanczstraße,Reinickendorf,,147,U,Odd numbers only,mittel
Golliner Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Göllweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Golmer Straße,Spandau,,whole street,K,Complete street,einfach
Golßener Straße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,mittel
Goltzstraße,Spandau,,whole street,K,Complete street,mittel
Goltzstraße (Lirad),Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Goltzstraße (Schön),Tempelhof-Schöneberg,,1 - 23,F,Consecutive numbering,gut
Goltzstraße (Schön),Tempelhof-Schöneberg,,24 - 31,F,Consecutive numbering,mittel
Goltzstraße (Schön),Tempelhof-Schöneberg,,32 - 40 B,F,Consecutive numbering,gut
Goltzstraße (Schön),Tempelhof-Schöneberg,,41 - 52,F,Consecutive numbering,mittel
Golzower Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,gut
Gondeker Straße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Gontardstraße,Mitte,,whole street,K,Complete street,gut
Gontermannstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Gorgasring,Spandau,,whole street,K,Complete street,einfach
Gorkistraße,Reinickendorf,,whole street,K,Complete street,mittel
Görlitzer Straße,Friedrichshain-Kreuzberg,,1 - 3,F,Consecutive numbering,einfach
Görlitzer Straße,Friedrichshain-Kreuzberg,,32 - 46,F,Consecutive numbering,mittel
Görlitzer Straße,Friedrichshain-Kreuzberg,,48 - 74,F,Consecutive numbering,einfach
Görlitzer Ufer,Friedrichshain-Kreuzberg,,whole street,K,Complete street,mittel
Gormannstraße,Mitte,,whole street,K,Complete street,gut
Gormannstraße,Pankow,,whole street,K,Complete street,gut
Görresstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,gut
Görschstraße,Pankow,,whole street,K,Complete street,mittel
Görsdorfer Straße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Göschenstraße,Reinickendorf,,whole street,K,Complete street,mittel
Gosener Damm,Treptow-Köpenick,,whole street,K,Complete street,einfach
Gosener Landstraße,Treptow-Köpenick,,whole street,K,Complete street,einfach
Goslarer Platz,Charlottenburg-Wilmersdorf,,1 - 5,F,Consecutive numbering,mittel
Goslarer Platz,Charlottenburg-Wilmersdorf,,6 - 9,F,Consecutive numbering,einfach
Goslarer Ufer,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,einfach
Goßlerstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Goßlerstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,gut
Gossowstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Gößweinsteiner Gang,Spandau,,whole street,K,Complete street,gut
Götelstraße,Spandau,,whole street,K,Complete street,einfach
Gotenburger Straße,Mitte,,whole street,K,Complete street,einfach
Gotenstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
